Iteration Number,Travel Time
0,11.05581138888889
1,11.282103055555556
2,11.4789793578244
3,15.403323802268845
4,11.529892777777778
5,10.9286725
6,11.035947777777778
7,10.23188611111111
8,11.933883333333332
9,10.958977222222224
10,10.709795191157731
11,11.456326666666666
12,11.952486944444445
13,12.309840277777777
14,11.835535833333333
15,12.089075833333332
16,10.968543333333333
17,11.669323055555555
18,11.172531666666668
19,11.673397691157732
20,11.319184722222221
21,11.400869722222224
22,11.456389444444444
23,10.578490191157732
24,11.113913055555557
25,14.903650191157732
26,11.398251666666667
27,10.805722222222222
28,10.436042222222222
29,10.783979722222222
30,11.272226111111113
31,11.492443611111112
32,10.566624166666667
33,11.40525046893551
34,10.859898524491065
35,10.859898524491065
36,10.859898524491065
37,10.859898524491065
38,10.859898524491065
39,10.859898524491065
40,10.859898524491065
41,10.859898524491065
42,10.859898524491065
43,10.859898524491065
44,10.859898524491065
45,10.859898524491065
46,10.859898524491065
47,10.859898524491065
48,10.859898524491065
49,10.859898524491065
50,10.859898524491065
51,10.859898524491065
52,10.859898524491065
53,10.859898524491065
54,10.859898524491065
55,10.859898524491065
56,10.859898524491065
57,10.859898524491065
58,10.859898524491065
59,10.859898524491065
60,10.859898524491065
61,10.859898524491065
62,10.859898524491065
63,10.859898524491065
64,10.859898524491065
65,10.859898524491065
66,10.859898524491065
67,10.859898524491065
68,10.859898524491065
69,10.859898524491065
70,10.859898524491065
71,10.859898524491065
72,10.859898524491065
73,10.859898524491065
74,10.859898524491065
75,10.859898524491065
76,10.859898524491065
77,10.859898524491065
78,10.859898524491065
79,10.859898524491065
80,10.859898524491065
81,10.859898524491065
82,10.859898524491065
83,10.859898524491065
84,10.859898524491065
85,10.859898524491065
86,10.859898524491065
87,10.859898524491065
88,10.859898524491065
89,10.859898524491065
90,10.859898524491065
91,10.859898524491065
92,10.859898524491065
93,10.859898524491065
94,10.859898524491065
95,10.859898524491065
96,10.859898524491065
97,10.859898524491065
98,10.859898524491065
99,10.859898524491065
100,10.859898524491065
101,10.859898524491065
102,10.859898524491065
103,10.859898524491065
104,10.859898524491065
105,10.859898524491065
106,10.859898524491065
107,10.859898524491065
108,10.859898524491065
109,10.859898524491065
110,10.859898524491065
111,10.859898524491065
112,10.859898524491065
113,10.859898524491065
114,10.859898524491065
115,10.859898524491065
116,10.859898524491065
117,10.859898524491065
118,10.859898524491065
119,10.859898524491065
120,10.859898524491065
121,10.859898524491065
122,10.859898524491065
123,10.859898524491065
124,10.859898524491065
125,10.859898524491065
126,10.859898524491065
127,10.859898524491065
128,10.859898524491065
129,10.859898524491065
130,10.859898524491065
131,10.859898524491065
132,10.859898524491065
133,10.859898524491065
134,10.859898524491065
135,10.859898524491065
136,10.859898524491065
137,10.859898524491065
138,10.859898524491065
139,10.859898524491065
140,10.859898524491065
141,10.859898524491065
142,10.859898524491065
143,10.859898524491065
144,10.859898524491065
145,10.859898524491065
146,10.859898524491065
147,10.859898524491065
148,10.859898524491065
149,10.859898524491065
150,10.859898524491065
151,10.859898524491065
152,10.859898524491065
153,10.859898524491065
154,10.859898524491065
155,10.859898524491065
156,10.859898524491065
157,10.859898524491065
158,10.859898524491065
159,10.859898524491065
160,10.859898524491065
161,10.859898524491065
162,10.859898524491065
163,10.859898524491065
164,10.859898524491065
165,10.859898524491065
166,10.859898524491065
167,10.859898524491065
168,10.859898524491065
169,10.859898524491065
170,10.859898524491065
171,10.859898524491065
172,10.859898524491065
173,10.859898524491065
174,10.859898524491065
175,10.859898524491065
176,10.859898524491065
177,10.859898524491065
178,10.859898524491065
179,10.859898524491065
180,10.859898524491065
181,10.859898524491065
182,10.859898524491065
183,10.859898524491065
184,10.859898524491065
185,10.859898524491065
186,10.859898524491065
187,10.859898524491065
188,10.859898524491065
189,10.859898524491065
190,10.859898524491065
191,10.859898524491065
192,10.859898524491065
193,10.859898524491065
194,10.859898524491065
195,10.859898524491065
196,10.859898524491065
197,10.859898524491065
198,10.859898524491065
199,10.859898524491065
200,10.859898524491065
201,10.859898524491065
202,10.859898524491065
203,10.859898524491065
204,10.859898524491065
205,10.859898524491065
206,10.859898524491065
207,10.859898524491065
208,10.859898524491065
209,10.859898524491065
210,10.859898524491065
211,10.859898524491065
212,10.859898524491065
213,10.859898524491065
214,10.859898524491065
215,10.859898524491065
216,10.859898524491065
217,10.859898524491065
218,10.859898524491065
219,10.859898524491065
220,10.859898524491065
221,10.859898524491065
222,10.859898524491065
223,10.859898524491065
224,10.859898524491065
225,10.859898524491065
226,10.859898524491065
227,10.859898524491065
228,10.859898524491065
229,10.859898524491065
230,10.859898524491065
231,10.859898524491065
232,10.859898524491065
233,10.859898524491065
234,10.859898524491065
235,10.859898524491065
236,10.859898524491065
237,10.859898524491065
238,10.859898524491065
239,10.859898524491065
240,10.859898524491065
241,10.859898524491065
242,10.859898524491065
243,10.859898524491065
244,10.859898524491065
245,10.859898524491065
246,10.859898524491065
247,10.859898524491065
248,10.859898524491065
249,10.859898524491065
250,10.859898524491065
251,10.859898524491065
252,10.859898524491065
253,10.859898524491065
254,10.859898524491065
255,10.859898524491065
256,10.859898524491065
257,10.859898524491065
258,10.859898524491065
259,10.859898524491065
260,10.859898524491065
261,10.859898524491065
262,10.859898524491065
263,10.859898524491065
264,10.859898524491065
265,10.859898524491065
266,10.859898524491065
267,10.859898524491065
268,10.859898524491065
269,10.859898524491065
270,10.859898524491065
271,10.859898524491065
272,10.859898524491065
273,10.859898524491065
274,10.859898524491065
275,10.859898524491065
276,10.859898524491065
277,10.859898524491065
278,10.859898524491065
279,10.859898524491065
280,10.859898524491065
281,10.859898524491065
282,10.859898524491065
283,10.859898524491065
284,10.859898524491065
285,10.859898524491065
286,10.859898524491065
